text,Joy,Trust,Anticipation,Surprise,Fear,Sadness,Disgust,Anger,Positive,Negative,Neutral
Masaże profesjonalne i niedrogie.,True,True,False,False,False,False,False,False,True,False,False
Generalnie pobyt udany.,True,False,False,False,False,False,False,False,True,False,False
###########################,True,False,False,False,False,True,True,False,True,True,False
"Jak dodał, wirus HIV, choć jest niezwykle ""sprytny"", posiada tylko trzy białka enzymatyczne, które regulują jego cykl życiowy oraz infekcyjność.",False,False,False,False,False,False,False,False,False,False,True
Prof. Jaskólski i dr Wlodawer z tych trzech białek zbadali dwa: proteazę i później integrazę.,False,False,False,False,False,False,False,False,False,False,True
W kolejnych latach badacze określili struktury białek innych retrowirusów - w tym wirusa HTLV powodującego białaczkę - oraz pomogli wyjaśnić mechanizm działania leku skutecznie zwalczającego białaczkę limfoblastyczną u dzieci.,False,False,False,False,False,False,False,False,False,False,True
"""Tutaj sprawa była dokładnie odwrotna.",False,False,False,False,False,False,False,False,False,False,True
"Był znaleziony przez przypadek lek na białaczkę, asparaginaza, nie wiedziano jednak jaki jest chemiczny mechanizm jego działania.",False,False,False,False,False,False,False,False,False,False,True
"Naszą strukturą wyjaśniliśmy, jak jest zbudowana i jak funkcjonuje cząsteczka tego leku.",False,False,False,False,False,False,False,False,False,False,True
"Otworzyło to możliwości ulepszania jej właściwości terapeutycznych, np. poprzez eliminację skutków ubocznych"" - tłumaczył prof. Jaskólski.",False,False,False,False,False,False,False,False,False,False,True
###########################,False,False,False,False,False,False,False,False,False,False,True
"Mam cały zestaw: gondolę, fotelik i spacerówkę.",False,False,False,False,False,False,False,False,False,False,True
Gondola rewelacyjna długa i szeroka.,True,False,False,False,False,False,False,False,True,False,False
"Wózek bardzo stabilny - to fakt, że jest ciężki, ale właśnie dzięki temu jest bardzo stabilny i nie ma mowy, żeby się przewrócił!!! - dla mnie to był priorytet.",True,True,False,False,False,False,False,False,True,False,False
"Poza tym wózek mimo swej wagi jest bardzo zwrotny, łatwo się prowadzi, nawet jedną ręką, radzi sobie z wielkimi wybojami i wąskimi alejkami w supermarkecie.",True,False,False,False,False,False,False,False,True,False,False
"Fotelik - bardzo bezpieczny, ale dziecko w nim siedzi, a nie leży i jest dość wąski, więc jak dziecko jest duże, tak jak moje, to zwyczajnie się nie mieści - pod tymi względami są dużo lepsze foteliki.",True,False,False,False,False,True,False,False,True,True,False
Spacerówka to istna katastrofa!!!,False,False,False,False,False,True,False,True,False,True,False
"Beznadziejna budka, którą ciężo się operuje i która wciąż się odpina (kiepskie mocowanie), a do tego jest mała, kosz jest niewielki, a dostęp do niego trudny (w gondoli się tego nie odczuwa, bo zawieszona jest wyzej i kosz jest jakby 2-piętrowy).",False,False,False,False,False,True,True,True,False,True,False
"Nie jest obudowana po bokach, więc według mnie nie jest najlepszym rozwiązaniem dla 6-9 miesięcznego malucha.",False,False,False,False,False,True,False,False,False,True,False
Potrzebna jest do niej parasolka.,False,False,False,False,False,True,False,False,False,True,True
"Pasuje tylko maxi cosi, która odfruwa przy większych wiatrach.",False,False,False,False,False,True,True,False,False,True,False
"Reasumując: gdybym mogła cofnąć czas kupiłabym: 1) gondolę maxi cosi - uważam, że nie ma lepszej i BEZPIECZNIEJSZEJ!!!",True,True,True,False,False,False,False,False,True,False,False
"2) fotelik bezpieczny, ale szeroki, w którym dziecko jest w pozycji leżącej.",True,True,False,False,False,True,False,False,True,True,False
"3) typową spacerówkę szeroką i wysoką (chodzi o konfort dziecka), na mniejszych kołach, lekką!!!",False,False,False,False,False,True,False,True,True,True,False
###########################,True,True,False,False,False,True,False,True,True,True,False
"KARCHER Parownica KST2 SC2 1500W Jeśli ktoś potrzebuje do bieżącego sprzątania to powinno dać radę, w moim przypadku nie udało się wyczyścić starszego nalotu/brudu/kamienia.",True,True,True,False,False,True,False,False,True,True,False
"Parownica nie poradziła sobie z małymi nalotami na bateriach w kuchni i łazience, naloty na wannie również nie puściły.",False,False,False,False,False,True,False,False,False,True,False
"Do tego po krótkim czasie czyszczenia parą, ciśnienie gwałtownie spada pogarszając jej wydajność.",False,False,False,False,False,True,False,False,False,True,False
Ja używałem wody destylowanej aby uniknąć ewentualnego osadzania się kamienia lub zatkania dyszy.,False,False,False,False,False,False,False,False,True,False,True
"Byłem o krok dolania octu z nadzieją że dzięki temu może uda się wyczyścić baterię na umywalce, ale nie po to kupiłem to urządzenie za kilkaset złotych aby używać wody z octem.",False,False,True,False,False,True,False,True,True,True,False
"Reasumując nie liczyłem na jakieś cudowne efekty, ale produkt ten kompletnie odbiega od zapewnień producenta i tym samym nie spełnił moich oczekiwań.",False,False,False,True,False,True,True,False,False,True,False
###########################,False,False,False,False,False,True,False,False,False,True,False
potwierdzam co mówią przedmówcy.,False,False,False,False,False,False,False,False,False,False,True
Dodam jeszcze ze jak wyklad rano to na koło warto mu podrzucić poranną prasę np Wyborcza.,False,False,False,False,False,False,False,False,False,False,True
Wtedy sie zazjmnie i zrzynanie jak nic,True,False,False,False,False,False,False,False,True,False,False
###########################,True,False,False,False,False,False,False,False,True,False,False
Siatkowka Ocena: odradzam[/b] Jesli ktos chce miec do czynienia notorycznie z sytuacja &quot;macie pilke i grajcie&quot; to zapraszam do tego pana.,False,False,False,False,False,True,True,False,False,True,False
"Nie wtraca sie wcale w gre, to racja, ale ludzie nie ucza sie na tych zajeciach NICZEGO. efekt jest taki ze jak ciency przychodza tak ciency wychodza z tych zajec a lepszym ludziom, ktory chcieliby cos zagrac pozostaje tylko strzelic sobie miedzy oczy i pojsc na inne zajecia bo osoby prezentujace kiepski poziom nie maja zadnych okazji na podszkolenie swoich umiejetnosci chociazby w celu umilenia gry pozostalym.",False,False,False,False,False,True,False,True,False,True,False
Do samego pana nei mam zadnych zastrzezen poza jego podejsciem do pracy.,True,False,False,False,False,True,False,False,True,True,False
Podejscie do studentow - spoko.,True,False,False,False,False,False,False,False,True,False,False
"Krytyka bierze sie tylko z porownania tych zajec do treningow u p. Jarosza, Osobki, Biezunsiego czy kogokolwiek innego.",False,False,False,False,False,True,False,False,False,True,False
###########################,False,False,False,False,False,True,False,True,False,True,False
"Zarząd Polskiego Górnictwa Naftowego i Gazownictwa SA (""PGNiG"", ""Spółka"") podaje do wiadomości treść projektu uchwały, którą zamierza przedstawić na Nadzwyczajnym Walnym Zgromadzeniu PGNiG zwołanym na dzień 6 grudnia 2010 roku.",False,False,False,False,False,False,False,False,False,False,True
"Uchwała nr …… Nadzwyczajnego Walnego Zgromadzenia Spółki pod firmą Polskie Górnictwo Naftowe i Gazownictwo Spółka Akcyjna z siedzibą w Warszawie z dnia …………………… w sprawie: objęcia przez PGNiG SA 100% akcji w spółce celowej (""SPV"") z siedzibą w Szwecji § 1 Działając na podstawie § 56 ust. 6 Statutu Spółki Polskie Górnictwo Naftowe i Gazownictwo SA, uwzględniając pozytywną opinię Rady Nadzorczej PGNiG SA (wyrażoną w Uchwale nr [■] z dnia [■] 2010 roku) do wniosku Zarządu z dnia [■] 2010 roku, Walne Zgromadzenie PGNiG SA wyraża zgodę na objęcie 100% akcji w spółce celowej (""SPV"") z siedzibą w Szwecji, pod firmą Goldcup 5839 AB z siedzibą w Stockholm län, Box 270, 851 04 Sundsvall (Szwecja) wpisanej do rejestru przedsiębiorców pod numerem 556815-4917, o kapitale zakładowym wynoszącym 500.000 SEK (słownie: pięćset tysięcy koron szwedzkich), który dzieli się na 500.000 (słownie: pięćset tysięcy) akcji o wartości nominalnej 1 SEK każda (słownie: jedna korona szwedzka), a której celem będzie pozyskanie finansowania poprzez emisje euroobligacji na rynkach międzynarodowych i z uzyskanych środków udzielenie finansowania PGNiG SA. § 2 Uchwała wchodzi w życie z dniem podjęcia.",False,False,False,False,False,False,False,False,False,False,True
Uzasadnienie: W związku z trwającymi przygotowaniami programu emisji euroobligacji PGNiG konieczne jest ustanowienie spółki celowej.,False,False,False,False,False,False,False,False,False,False,True
Zadaniem SPV będzie pozyskanie finansowania poprzez emisje euroobligacji na rynkach międzynarodowych i z uzyskanych środków udzielenie finansowania PGNiG.,False,False,False,False,False,False,False,False,False,False,True
Zarząd podjął Uchwałę nr 519/2010 o ustanowieniu SPV w drodze zakupu akcji istniejącej spółki celowej od firmy profesjonalnie świadczącej usługi tworzenia i sprzedaży spółek na szwedzkim rynku.,False,False,False,False,False,False,False,False,False,False,True
"Firma zajmująca się zakładaniem tego rodzaju spółek odpowiedzialna jest także za pomoc przy przerejestrowaniu jej na nabywcę, sporządzenie protokołu z walnego zgromadzenia, protokołu z posiedzenia zarządu oraz przygotowanie dokumentów spółki niezbędnych do rozpoczęcia przez nią działalności.",False,False,False,False,False,False,False,False,False,False,True
"Udzielenie finansowania PGNiG może nastąpić poprzez zawarcie umowy pożyczki lub w inny sposób np. poprzez emisję obligacji przez PGNiG, które zostaną w całości objęte przez SPV.",False,False,False,False,False,False,False,False,False,False,True
"W związku z udzieleniem finansowania przez SPV, PGNiG jako pożyczkobiorca, będzie zobowiązana do dokonywania na rzecz SPV płatności odsetek z tytułu umowy pożyczki (emisji obligacji).",False,False,False,False,False,False,False,False,False,False,True
"Przychody z odsetek uzyskiwane przez SPV będą co do zasady podlegać w Polsce opodatkowaniu zryczałtowanym podatkiem w wysokości 20%, zgodnie z art. 21 ust. 1 ustawy o podatku dochodowym od osób prawnych (tekst jednolity - Dz.U. z 2000 roku nr 54 poz. 654 z późniejszymi zmianami).",False,False,False,False,False,False,False,False,False,False,True
"Powyższą zasadę należy jednakże stosować z uwzględnieniem umów w sprawie zapobiegania podwójnego opodatkowania, których Polska jest stroną.",False,False,False,False,False,False,False,False,False,False,True
"Zawarta pomiędzy Polską i Szwecją umowa o unikaniu podwójnego opodatkowania przewiduje opodatkowanie przychodów z odsetek jedynie w kraju rezydencji podatkowej osoby uprawnionej do otrzymania odsetek, co oznacza zwolnienie z opodatkowania w Polsce przychodów z odsetek uzyskanych przez SPV.",False,False,False,False,False,False,False,False,False,False,True
Ustanowienie spółki celowej w Szwecji będzie się wiązać z wpłaceniem przez PGNiG kwoty na kapitał własny SPV w wysokości 500.000 SEK (w przybliżeniu 200.000 PLN).,False,False,False,False,False,False,False,False,False,False,True
###########################,False,False,False,False,False,False,False,False,False,False,True
"kurs: Technika a Cywilizacja Przedmiot ciekawy, wykładowca naprawde ok, z zaliczeniem nie ma problemu.",True,False,False,False,False,False,False,False,True,False,False
Opłaca sie chodzic na wykłady(mozna dostac proste pytnie ) i otrzymac dodatkowe plusy które pomoga w wystawianiu oceny.,True,False,False,False,False,False,False,False,True,False,False
Jeszce raz gorąco polecam,True,False,False,False,False,False,False,False,True,False,False
###########################,True,False,False,False,False,False,False,False,True,False,False
"Polecam i niezgadzam sie z poprzednią opinią.Lezałem tydzien w szpitalu we Lwowku i mogłem zauważyc, że lekarz ten wyjątkowo dobrze traktuje pacjentów bez wzgledu na wiek i majetnosc.Moim zdaniem troszczy sie o zdrowie pacjentów jak najlepiej odwiedzajac ich i to nie tylko po łebkach rano i wieczorem ale dokładnie monitoruje stan zdrowia.",True,True,False,False,False,False,False,False,True,False,False
"Moim zdaniem bardzo dobry chirurg wykonujący swoja prace z sercem,troskliwy dla pacjentów i wymagający zaangażowania w pracy dla personelu szpitalnego.",True,True,False,False,False,False,False,False,True,False,False
###########################,True,True,False,False,False,False,False,False,True,False,False
Została założona w 1976 r.,False,False,False,False,False,False,False,False,False,False,True
"Dysponuje 7 markami w standardzie od 1-5 gwiazdek: Premiere Classe 9230 hoteli, 16 488 pokoi), Campanile (388 hoteli, 24 928 pokoi), Kyriad (228 hoteli, 12 841 pokoi), Kyriad Prestige (15 hoteli, 1 448 pokoi), Tulip Inn (60 hoteli, 6 058 pokoi), Golden Tulip (123 hotele, 15 725 pokoi) oraz Royal Tulip (5 hoteli, 1 279 pokoi).",False,False,False,False,False,False,False,False,False,False,True
"W sierpniu 2009 r. miał miejsce strategiczny alians z Golden Tulip Hospitality Group, a 27 kwietnia 2011 r. połączenie z Golden Tulip.",False,False,False,False,False,False,False,False,False,False,True
###########################,False,False,False,False,False,False,False,False,False,False,True
Nie po to śledzi ktoś markę luksusowego samochodu aby oglądać kotki.,False,False,False,False,False,True,False,True,False,True,False
Ani też strony hotelu aby codziennie rano dowiadywać się jak to super jest wypić teraz kawę.,False,False,False,False,False,True,False,True,False,True,False
"Śledzi albo dlatego, że wyraża uznanie dla marki (jej usług czy produktów), lub też po to aby być na bieżąco z jej ofertą (zwłaszcza promocjami, nowościami).",False,True,True,False,False,True,False,False,True,True,True
Widzicie paradoks?,False,False,False,False,False,False,False,True,False,True,True
"Płacimy za reklamę, kiedy nie powinniśmy i nie korzystamy z niej kiedy możemy!",False,False,False,False,False,True,False,True,False,True,False
W sytuacji kiedy darmowo można promować własne usługi to wolimy bawić się w sportowy newsroom.,False,False,False,False,False,True,False,True,False,True,False
"Jak to miało miejsce np. w przypadku złotych medali olimpijskich, kiedy ze świecą można było szukać profili nie informujących o tym.",False,False,False,False,False,True,True,False,False,True,False
Prawdopodobnie największy z wymienionych błędów.,False,False,True,False,False,True,False,True,False,True,False
Zwłaszcza patrząc z perspektywy branży w jakiej pracujemy.,False,False,False,False,False,True,False,False,False,True,True
###########################,False,False,False,False,False,True,False,True,False,True,False
"Trafiłam do Pana T.Krzeszowca 10 lat temu,jestem obecnie ""naprawiona"" 3 x przez niezwykłego specjalistę.",True,True,False,False,False,False,False,False,True,False,False
"Obecnie czekam na kolejny zabieg i mam nadzieję,że tym razem Pan Doktor postawi mnie na nogi.",True,True,True,False,False,False,False,False,True,False,False
"Do pacjenta podchodzi konkretnie,wytłumaczy ze zrozumieniem,rozwieje strach i obawę przed zabiegiem,a po zabiegu ulga w bólu i wreszcie przespane noce.",True,True,False,False,False,False,False,False,True,False,False
"Lekarz z powołania,uprzejmy z poczuciem humoru,co ważne jest dla pacjenta przed zabiegiem...polecam Dziękuję Panu dr T Krzeszowcowi za fachowe podeście do pacjenta i udane operacje.Obecnie jestem 23 dzień po następnym zabiegu (6 śrub w lędźwiowym) i na dzień dzisiejszy odstawiłam leki p/bólowe.Dziękuje również całemu Personelowi oddziału.Pozdrawiam",True,True,False,False,False,False,False,False,True,False,False
###########################,True,True,False,False,False,False,False,False,True,False,False
"Najchętniej warzywa i owoce jemy surowe lub gotowane, jednak preferencje są dość zróżnicowane.",False,False,False,False,False,False,False,False,False,False,True
"Kobiety częściej niż mężczyźni wybierają stosunkowo „egzotyczne” formy przyrządzania warzyw i owoców: duszenie (31 proc. kobiet i 26 proc. mężczyzn), parowanie (28 proc. kobiet i 19 proc. mężczyzn), pieczenie (24 proc. kobiet i 15 proc. mężczyzn) i grillowanie (24 proc. kobiet i 12 proc. mężczyzn).",False,False,False,False,False,False,False,False,False,False,True
"Również kobiety (77 proc.) częściej niż mężczyźni (69 proc.) jedzą warzywa i owoce jako samodzielne potrawy, np. w postaci przekąsek.",False,False,False,False,False,False,False,False,False,False,True
"Jeszcze większą dysproporcję można zaobserwować w przypadku spożywania warzyw i owoców jako dodatku do innych potraw, np. w formie surówki lub sałatki.",False,False,False,False,False,False,False,False,False,False,True
Spożywa je w ten w sposób aż 88 proc. kobiet i 75 proc. mężczyzn.,False,False,False,False,False,False,False,False,False,False,True
###########################,False,False,False,False,False,False,False,False,False,False,True
Wykupiliśmy pobyt w OW Amadeusz razem ze znajomymi (3 rodziny z małymi dziećmi) za pośrednictwem portalu MYDEAL jednak warunki odbiegały od tego co nam obiecywano w ofercie.,False,False,False,True,False,True,False,False,False,True,False
"Pierwszą i podstawową sprawą jest brak sprzątania pokoi przez cały pobyt, po wejściu do pokoju butelki pod łóżkiem z poprzedniego pobytu, przez całe 3 dni niewyrzucane śmieci (byliśmy z małym dzieckiem - brudne pampersy 'były' razem z nami w pokoju przez 3 dni), papier toaletowy uzupełniony po interwencji w recepcji.",False,False,False,False,False,True,True,False,False,True,False
"Na powitanie mieliśmy otrzymać butelkę wina, którą otrzymaliśmy co prawda ale na pożegnanie w ostatnim dniu pobytu również po interwencji w recepcji.",False,False,False,True,False,True,False,True,False,True,False
"Kolejną sprawą jest korzystanie ze SPA, które również mieliśmy zagwarantowane w pakiecie.Pani bodajże Beata z recepcji (czarne włosy, krępa budowa ciała) usiłowała nam wmówić, że nie ma wolnych miejsc do jacuzzi co było wierutną bzdurą bo dzień wcześniej - wieczorem inna Pani z recepcji informowała nas, że są wolne miejsca od godziny 10 do 15.",False,False,False,False,False,True,True,True,False,True,False
"Zaznaczę, że w ośrodku było tylko kilka osób więc nie było możliwości zapełnić wszystkich miejsc.",False,False,False,False,False,True,False,True,False,True,False
"Ponadto przebywaliśmy w bawialni obok SPA od godziny 10.15 a Pani wmawiała nam, że od godziny 10 miała 2 seanse, jednak nic takiego nie miało miejsca ponieważ jacuzzi było zamknięte na klucz a w środku nie było nikogo.",False,False,False,False,False,True,False,True,False,True,False
"Na moje pytanie dlaczego nie mogliśmy skorzystać z oferty od 10.00 skoro było wolne Pani odpowiedziała, że woda jest zimna ( jak to możliwe skoro wcześniej były podobno 2 seanse?!?!) i że po dwóch seansach woda musi się oczyścić!",False,False,False,True,False,True,False,True,False,True,False
"Gdy chcieliśmy się zapisać na późniejszą porę Pani odpowiedziała, że od 17 do 22 ma wszystko zajęte( nie rozumiem więc jak to jest, że po dwóch seansach 20-to minutowych woda musi się oczyszczać a po południu można korzystać przez 5 godzin bez przerwy?).",False,False,False,True,False,True,False,True,False,True,False
Inne Panie recepcjonistki bardzo pomocne i miłe.,True,True,False,False,False,False,False,False,True,False,False
Śniadania smaczne i urozmaicone.,True,False,False,False,False,False,False,False,True,False,False
###########################,True,False,False,True,False,True,False,True,True,True,False
"Produkty chapii lubi większość psów, które w ogóle lubią taką karmę.",True,False,False,False,False,False,False,False,True,False,True
"Ja osobiście posiadam dwa psy jeden nie lubi żadnych suchych karm i żadnego jedzenia z puszki, natomiast drugi lubi podjeść sobie suchej karmy, podejrzewam aby się dopchać, ale to dobrze ponieważ czasami nie jestem pewien czy dałem mu wystarczającą ilość pożywienia.",True,False,False,False,False,True,False,False,True,True,True
"Pokarm zawiera różne składniki można kupić z wołowiną lub z drobiem, ja osobiście wybieram dla mojego psa z wołowiną, a z tego co zaobserwowałem to najbardziej smakują mu te miękkie kawałki.",True,False,True,False,False,False,False,False,True,False,True
###########################,True,False,False,False,False,False,False,False,True,False,False
Po siedmiu miesiącach został awansowany na stanowisko Executive Assistant Managera i odpowiadał za cały dział operacyjny.,True,True,False,False,False,False,False,False,True,False,True
"Po doświadczeniach zdobytych w Edynburgu kontynuował karierę w Londynie, w słynnym Park Lane Hotel.",True,True,False,False,False,False,False,False,True,False,True
Jak wynika z informacji prasowej Bristolu „(…) Po osiągniętych tam sukcesach został mianowany dyrektorem generalnym hotelu Sheraton Tirana w Albanii (?!)”.,False,False,False,False,False,False,False,False,True,False,True
Następnie Henning pełnił funkcję dyrektora generalnego historycznego hotelu Westin Dublin.,False,False,False,False,False,False,False,False,False,False,True
"Pod jego nadzorem hotel osiągał doskonałe wyniki i dwukrotnie, w 2009 i w 2010 roku, wygrał w konkursie hotelu roku sieci Starwood, został także wpisany na listę najlepszych miejsc pracy w Irlandii.Międzynarodowe doświadczenia w ramach branży hotelarskiej Andrew Henning zdobywał także poza siecią Starwood, w hotelach niezależnych, głównie pięciogwiazdkowych.",True,True,False,False,False,False,False,False,True,False,True
###########################,True,True,False,False,False,False,False,False,True,False,True
"Poprzednią opinię na temat hotelu skasowałem, widząc pozytywne opinie stwierdziłem, że każdemu może zdarzyć się kilka wpadek, ale jak widzę znaleźli się Goście, którzy podzielają moją opinię, dlatego KU PRZESTRODZE:Po pierwsze: wyżywienie - zdecydowanie odradzam !!Po drugie: przed wykupieniem noclegu proponuję zobaczyć jak wyglądają pokoje: na zdjęciu wygląda to dość zachęcająco, a jeśli chodzi o rzeczywistość - pokoje bardzo małe, bez dbałości o szczegóły (wykończenie, sprzątanie) - co spowodowało, że czulismy się jak w kiepskim hostelu !!",False,False,False,True,True,True,True,True,False,True,False
"Wszędzie znajdują się wykładziny, które nadają wrażenie wszechotaczającego ZADUCHU pomimo iż nie było gorąco.",False,False,False,False,False,True,True,False,False,True,False
A co najbardziej interesujące to podejście personelu do rozwiązywania problemów - po raz pierwszy spotkałem się z taką niechęcią (niekompetencją?) !!,False,False,False,False,False,True,True,True,False,True,False
"ZDECYDOWANIE ODRADZAM, wręcz przestrzegam !!",False,False,False,False,True,True,False,True,False,True,False
###########################,False,False,False,False,False,True,True,True,False,True,False
Jeśli szukać pokoi hotelowych to tylko w… Las Vegas.,False,False,False,False,False,False,False,False,True,False,True
"W mieście mającym 584 tys. mieszkańców znajduje się ponad 150 tys. pokoi hotelowych, co oznacza, że jeden pokój przypada na niespełna 4 „las vegaszczan”.",False,False,False,False,False,False,False,False,True,False,True
"Mało tego - Las Vegas jest miastem, które ma najwięcej pokoi hotelowych na świecie.",False,False,False,False,False,False,False,False,True,False,True
"Kolejne miejsca na liście miast dysponujących największą liczbą pokoi hotelowych zajmują: Londyn – 123 tys., Pekin – ponad 110 tys., Nowy Jork – 90 tys. i Paryż – 79 tys.",False,False,False,False,False,False,False,False,False,False,True
"Słynne ze swych kasyn miasto w stanie Nevada w Stanach Zjednoczonych jest nie tylko mekką hazardzistów, ale również żelaznym punktem wielu wycieczek.",False,False,False,False,False,False,False,False,False,False,True
"Co roku miasto odwiedza 38,9 mln gości, z czego 19 proc. stanowią cudzoziemcy.",False,False,False,False,False,False,False,False,False,False,True
"Przychody hrabstwa Clark, w którym położone jest Las Vegas, z samych gier wynoszą 9,2 mld USD rocznie.",False,False,False,False,False,False,False,False,False,False,True
Fot.,False,False,False,False,False,False,False,False,False,False,True
"Las Vegas News BureauMniej znane jest drugie oblicze miasta, które jest również jednym z ważniejszych na świecie centrów konferencyjnych.",False,False,False,False,False,False,False,False,True,False,True
"W ciągu roku w Vegas odbywa się ponad 19 tys. konferencji i spotkań w których uczestniczy 4,9 mln osób.",False,False,False,False,False,False,False,False,False,False,True
###########################,False,False,False,False,False,False,False,False,False,False,True
Trudny gość w hotelu nie jest dla nikogo sytuacją przyjemną.,False,False,False,False,False,True,False,False,False,True,False
"Zwłaszcza, że taki zdarza się może nie często, ale na pewno systematycznie i jest częścią naszej pracy.",False,False,False,False,False,True,False,False,False,True,False
Warto więc zdać sobie z tego sprawę i być przygotowanym na jego wizytę oraz wszelkie późniejsze konsekwencje.,False,False,False,False,False,False,False,False,False,True,True
"Głupot nie wysyłamy :) Systematyzując na początek, mamy dwa typy trudnych gości: W pierwszym przypadku liczba takich gości jest znikoma i wbrew pozorom wszelkie niesnaski można łatwo załagodzić.",True,False,True,False,False,False,False,False,True,False,False
"W większości są to osoby, które nie zgłaszają uwag, aby coś uzyskać tylko obiektywnie zgłaszają sytuację jaka im się przytrafiła i jakiego z tego powodu uszczerbku doznali.",True,True,True,False,False,False,False,False,True,False,True
"Skoro sytuacja zdarzyła się obiektywnie to naszym obowiązkiem jest zadość jej uczynić i w odpowiedni sposób wynagrodzić, a przynajmniej wyrównać straty.",False,True,True,False,False,False,False,False,True,False,True
"Tym bardziej, że konstruktywna krytyka wpływa na jakość naszych usług.",False,False,True,False,False,False,False,False,True,False,True
Jest najlepszą informacją zwrotną.,True,True,False,False,False,False,False,False,True,False,True
###########################,True,True,False,False,False,True,False,False,True,True,True
"Zarząd Centrum Klima Spółka Akcyjna z siedzibą w Wieruchowie (dalej ""Spółka""), stosownie do treści § 12 w zw. z § 5 ust. 1 pkt 6) Rozporządzenia Ministra Finansów z dnia 19 lutego 2009 r. w sprawie informacji bieżących i okresowych przekazywanych przez emitentów papierów wartościowych oraz warunków uznawania za równoważne informacji wymaganych przepisami prawa państwa niebędącego państwem członkowskim (Dz. U. z 2009 Nr 33, poz. 259 z późn. zm.), niniejszym przekazuje do publicznej wiadomości, iż na podstawie uchwały nr 05/09/2011 Nadzwyczajnego Walnego Zgromadzenia Centrum Klima S.A. w przedmiocie upoważnienia Zarządu Spółki do nabycia akcji własnych Centrum Klima S.A. w trybie art. 362 § 1 pkt 8) Kodeksu spółek handlowych, uchwalenia warunków Programu Skupu Akcji własnych oraz utworzenia kapitału rezerwowego na ten cel oraz w związku z uchwałą Zarządu Spółki nr 01/09/2011 z dnia 13 września 2011 roku w przedmiocie rozpoczęcia przez Spółkę programu skupu akcji własnych realizowanego na podstawie i w granicach upoważnienia udzielonego uchwałą nr 05/09/2011 Nadzwyczajnego Walnego Zgromadzenia Spółki z dnia 13 września 2011 roku (dalej ""Program skupu""), dokonał na sesji giełdowej w dniu 19.03.2012r. następujących transakcji nabycia akcji własnych (""Akcje""): 1.",False,False,False,False,False,False,False,False,False,False,True
"Ilość zakupionych Akcji – 315 (trzysta piętnaście) sztuk, co odpowiada 315 (trzystu piętnastu) głosom na Walnym Zgromadzeniu Spółki.",False,False,False,False,False,False,False,False,False,False,True
2,False,False,False,False,False,False,False,False,False,False,True
"Średnia cena nabycia Akcji – 227 sztuk po 12,69 PLN (dwanaście złotych sześćdziesiąt dziewięć groszy), 88 sztuk po 12,89 PLN (dwanaście złotych osiemdziesiąt dziewięć groszy).",False,False,False,False,False,False,False,False,False,False,True
3,False,False,False,False,False,False,False,False,False,False,True
"Wartość nominalna zakupionych Akcji – 31,50zł (trzydzieści jeden złotych i pięćdziesiąt groszy).",False,False,False,False,False,False,False,False,False,False,True
"Wartość nominalna jednej Akcji wynosi 0,10zł (dziesięć groszy).",False,False,False,False,False,False,False,False,False,False,True
4,False,False,False,False,False,False,False,False,False,False,True
"Zakupione Akcje stanowią 0,004% udziału w kapitale zakładowym Spółki i ogólnej liczbie głosów na Walnym Zgromadzeniu.",False,False,False,False,False,False,False,False,False,False,True
Łączna liczba Akcji nabytych przez Spółkę w ramach realizacji Programu skupu na dzień 19.03.2012r. wynosi 45 327 (czterdzieści pięć tysiący trzystu dwudziestu siedmiu) sztukom i odpowiada 45 327 (czterdzieści pięć tysiący trzystu dwudziestu siedmiu) głosom na Walnym Zgromadzeniu Spółki.,False,False,False,False,False,False,False,False,False,False,True
"Łączna liczba dotychczas nabytych Akcji stanowi 0,532% udziału w kapitale zakładowym Spółki i ogólnej liczbie głosów na Walnym Zgromadzeniu Spółki.",False,False,False,False,False,False,False,False,False,False,True
"Przyczyną nabycia akcji, o których mowa w niniejszym raporcie jest wykonanie uchwały nr 05/09/2011 Nadzwyczajnego Walnego Zgromadzenia Centrum Klima S.A. z dnia 13 września 2011 roku oraz podjętej na jej podstawie uchwały Zarządu nr 01/09/2011 z dnia 13 września 2011 roku.",False,False,False,False,False,False,False,False,False,False,True
Zgodnie z brzmieniem wymienionej powyżej uchwały Nadzwyczajnego Walnego Zgromadzenia Spółki nabycie akcji własnych następuje w celu ich dalszej odsprzedaży lub umorzenia poprzez obniżenie kapitału zakładowego lub zaoferowania pracownikom lub współpracownikom Spółki.,False,False,False,False,False,False,False,False,False,False,True
###########################,False,False,False,False,False,False,False,False,False,False,True
Nie polecam.,False,False,False,False,False,True,False,False,False,True,False
Podczas wizyty dwukrotnie odebral telefon wczesniej bawiac sie nim na biurku.,False,False,False,False,False,True,True,True,False,True,False
Omowienie celu badania i zabiegu bez kontaktu wzrokowego z pacjentem.,False,False,False,False,False,True,False,False,False,True,False
Badanie usg szyi wykonane prawdopodobnie poprawnie ale bardzo szybko.,False,True,True,False,False,True,False,False,True,True,False
"Nie otrzymalem jakichkolwiek wydrykow, wnioskow.",False,False,False,False,False,True,False,False,False,True,False
Nic.,False,False,False,False,False,True,False,True,False,True,False
"Gdyby nie moje pytania, lekarz nie poinformowalby mnie o wnioskach z badania.",False,False,False,False,False,True,False,True,False,True,False
Żenujący sposób traktowania pacjenta i wyciagania od niego pieniedzy na dodatkowe badania.,False,False,False,False,False,True,True,True,False,True,False
